City Name,Country Name,Country Official Name,Country Code,Target Lat,Target Long,Grid Lat,Grid Long,Actual Lat,Actual Long,In Target Grid Area,Temp,Humidity,Cloudiness,Wind Speed,Wind Direction,Weather Description,Weather Icon URL
La Sarre,Canada,Canada,CA,49.23952283836447,-79.46468732263754,50.0,-82.0,48.8,-79.2,True,-9.49,67.0,20.0,10.2,331.501,few clouds,http://openweathermap.org/img/w/02d.png
Saint-Michel-Des-Saints,Canada,Canada,CA,48.01706847878139,-74.27885966043054,50.0,-75.0,46.68,-73.92,True,22.83,77.0,88.0,12.66,337.501,overcast clouds,http://openweathermap.org/img/w/04d.png
Forestville,Canada,Canada,CA,50.515351094821895,-70.33662145249944,50.0,-68.0,48.74,-69.09,True,26.6,92.0,90.0,8.05,20.0,light snow,http://openweathermap.org/img/w/13d.png
Havre-Saint-Pierre,Canada,Canada,CA,53.013718408937166,-63.760388646262584,50.0,-61.0,50.23,-63.6,True,23.0,92.0,90.0,10.29,110.0,light snow,http://openweathermap.org/img/w/13d.png
Bonavista,Canada,Canada,CA,49.97395083963613,-52.72317329512481,50.0,-54.0,48.65,-53.11,True,16.03,100.0,0.0,10.76,258.501,clear sky,http://openweathermap.org/img/w/01d.png
Nanortalik,Greenland,Greenland,GL,53.05686926324679,-34.89414598808035,50.0,-33.0,60.14,-45.24,False,35.56,85.0,44.0,38.95,72.501,scattered clouds,http://openweathermap.org/img/w/03d.png
Grindavik,Iceland,Republic of Iceland,IS,52.3547780380856,-24.067715113522453,50.0,-26.0,63.84,-22.43,False,34.84,100.0,75.0,29.97,130.0,light intensity drizzle rain,http://openweathermap.org/img/w/09d.png
Dingle,Ireland,Ireland,IE,52.43464555843477,-21.04960202262923,50.0,-19.0,52.14,-10.27,False,48.2,70.0,90.0,3.36,200.0,overcast clouds,http://openweathermap.org/img/w/04d.png
Skibbereen,Ireland,Ireland,IE,48.34635812838773,-8.952476063058462,50.0,-12.0,51.55,-9.27,True,46.4,81.0,75.0,3.36,250.0,broken clouds,http://openweathermap.org/img/w/04d.png
Quimper,France,French Republic,FR,47.9607627077415,-4.328527421201265,50.0,-5.0,48.0,-4.1,True,48.56,81.0,90.0,6.93,20.0,overcast clouds,http://openweathermap.org/img/w/04d.png
Bully-Les-Mines,France,French Republic,FR,50.47054707552728,2.710967380781546,50.0,2.0,50.45,2.72,True,46.4,100.0,90.0,10.29,290.0,light intensity drizzle,http://openweathermap.org/img/w/09d.png
Nidderau,Germany,Federal Republic of Germany,DE,50.232565437640524,8.900950407295095,50.0,9.0,50.23,8.88,True,44.6,70.0,90.0,11.41,270.0,light intensity drizzle,http://openweathermap.org/img/w/09n.png
Kuchl,Austria,Republic of Austria,AT,47.656327409549704,13.204356849053859,50.0,16.0,47.63,13.15,True,42.8,88.0,75.0,17.22,290.0,broken clouds,http://openweathermap.org/img/w/04d.png
Giraltovce,Slovakia,Slovak Republic,SK,48.97939306262852,21.480432179731498,50.0,23.0,49.11,21.52,True,33.8,80.0,75.0,10.29,210.0,broken clouds,http://openweathermap.org/img/w/04n.png
Horlesti,Romania,Romania,RO,47.10173013853121,27.38714504174481,50.0,30.0,47.12,27.37,True,39.2,64.0,0.0,6.93,180.0,clear sky,http://openweathermap.org/img/w/01n.png
Poim,Russian Federation,Russian Federation,RU,52.93277401868078,43.20273385951316,50.0,44.0,53.03,43.19,True,13.29,88.0,92.0,9.08,185.501,overcast clouds,http://openweathermap.org/img/w/04n.png
Derzhavinsk,Kazakhstan,Republic of Kazakhstan,KZ,51.350040551036884,65.71734586306506,50.0,65.0,51.1,66.31,True,8.79,86.0,80.0,5.84,186.501,broken clouds,http://openweathermap.org/img/w/04n.png
Semey,Kazakhstan,Republic of Kazakhstan,KZ,49.25282237071877,79.79584351825498,50.0,79.0,50.41,80.25,True,-1.39,92.0,12.0,1.03,38.001,few clouds,http://openweathermap.org/img/w/02n.png
Zaysan,Kazakhstan,Republic of Kazakhstan,KZ,47.23172826704648,85.67103821248529,50.0,86.0,47.47,84.87,True,3.48,74.0,64.0,2.71,42.501,broken clouds,http://openweathermap.org/img/w/04n.png
Mayna,Russian Federation,Russian Federation,RU,52.8367277058075,91.36490813850818,50.0,93.0,53.0,91.49,True,0.1,79.0,76.0,2.04,206.001,broken clouds,http://openweathermap.org/img/w/04n.png
Moron,Mongolia,Mongolia,MN,46.948117367700696,98.58273201615474,50.0,100.0,47.38,110.32,False,-22.54,29.0,0.0,4.27,210.501,clear sky,http://openweathermap.org/img/w/01n.png
Krasnyy Chikoy,Russian Federation,Russian Federation,RU,49.02192226984086,109.60375763112135,50.0,107.0,50.36,108.75,True,-26.09,36.0,0.0,2.37,123.501,clear sky,http://openweathermap.org/img/w/01n.png
Smolenka,Russian Federation,Russian Federation,RU,52.33281201943686,113.64167674517573,50.0,114.0,54.28,56.05,False,-0.41,91.0,0.0,4.05,169.501,clear sky,http://openweathermap.org/img/w/01n.png
Hailar,China,People's Republic of China,CN,48.31558636932146,118.54139186927232,50.0,121.0,49.2,119.7,True,-14.26,61.0,24.0,3.6,229.501,few clouds,http://openweathermap.org/img/w/02n.png
Tygda,Russian Federation,Russian Federation,RU,52.676886835107126,125.91358009689806,50.0,128.0,53.11,126.33,True,-8.99,65.0,0.0,4.61,278.001,clear sky,http://openweathermap.org/img/w/01n.png
Poronaysk,Russian Federation,Russian Federation,RU,49.387841970179316,144.2083025327245,50.0,142.0,49.22,143.1,True,-0.13,95.0,0.0,5.06,310.501,clear sky,http://openweathermap.org/img/w/01n.png
Beringovskiy,Russian Federation,Russian Federation,RU,52.8724144150981,177.81988893643688,50.0,180.0,63.05,179.32,False,-10.34,100.0,44.0,17.02,316.001,scattered clouds,http://openweathermap.org/img/w/03n.png
Egvekinot,Russian Federation,Russian Federation,RU,56.51155212038729,-180.0,57.0,-180.0,66.32,-179.17,False,-9.04,62.0,76.0,6.73,24.501,broken clouds,http://openweathermap.org/img/w/04n.png
Sitka,United States,United States of America,US,56.76179933093186,-137.4985393101427,57.0,-138.0,37.17,-99.65,False,12.88,63.0,80.0,13.22,359.501,broken clouds,http://openweathermap.org/img/w/04d.png
Juneau,United States,United States of America,US,59.7401188297803,-131.39297878302077,57.0,-131.0,58.3,-134.42,True,42.89,96.0,90.0,24.16,120.0,moderate rain,http://openweathermap.org/img/w/10n.png
Burns Lake,Canada,Canada,CA,55.270991521121616,-125.79446352447249,57.0,-124.0,54.23,-125.76,True,32.23,81.0,68.0,6.73,234.501,broken clouds,http://openweathermap.org/img/w/04n.png
Fort Nelson,Canada,Canada,CA,58.79939113206483,-120.48534047364787,57.0,-117.0,58.81,-122.69,True,24.8,79.0,20.0,3.36,140.0,few clouds,http://openweathermap.org/img/w/02n.png
Flin Flon,Canada,Canada,CA,57.46555886465328,-102.0747696556636,57.0,-103.0,54.77,-101.88,True,-16.61,75.0,75.0,5.82,170.0,broken clouds,http://openweathermap.org/img/w/04n.png
Thompson,Canada,Canada,CA,58.685555913784626,-95.82304099563835,57.0,-96.0,55.74,-97.86,True,-27.41,74.0,75.0,3.36,160.0,broken clouds,http://openweathermap.org/img/w/04n.png
Sept-Iles,Canada,Canada,CA,54.91722735842807,-67.27337356023972,57.0,-68.0,50.2,-66.38,False,26.6,86.0,90.0,12.75,130.0,overcast clouds,http://openweathermap.org/img/w/04d.png
Paamiut,Greenland,Greenland,GL,60.30894091765323,-50.313646670847724,57.0,-47.0,61.99,-49.67,True,36.96,79.0,92.0,5.5,87.501,overcast clouds,http://openweathermap.org/img/w/04d.png
Tasiilaq,Greenland,Greenland,GL,58.860036637675314,-33.123911626484066,57.0,-33.0,65.61,-37.64,False,30.2,86.0,92.0,36.91,110.0,snow,http://openweathermap.org/img/w/13d.png
Vestmannaeyjar,Iceland,Republic of Iceland,IS,58.564491302524395,-19.356069800674142,57.0,-19.0,63.44,-20.27,False,38.53,96.0,56.0,19.93,127.001,broken clouds,http://openweathermap.org/img/w/04d.png
Westport,Ireland,Ireland,IE,57.05828281054601,-12.535053720148607,57.0,-12.0,53.8,-9.52,True,48.2,100.0,75.0,6.93,310.0,broken clouds,http://openweathermap.org/img/w/04d.png
Stornoway,United Kingdom,United Kingdom of Great Britain and Northern Ireland,GB,58.39586428772258,-6.90546553908843,57.0,-5.0,58.21,-6.39,True,39.2,69.0,0.0,6.93,340.0,clear sky,http://openweathermap.org/img/w/01d.png
Harlingen,Netherlands,Kingdom of the Netherlands,NL,54.6551960652037,4.948686442595473,57.0,2.0,53.18,5.41,True,43.88,81.0,90.0,24.16,320.0,haze,http://openweathermap.org/img/w/50d.png
Eidfjord,Norway,Kingdom of Norway,NO,60.209212196704385,7.595592291873482,57.0,9.0,60.47,7.07,True,24.13,84.0,80.0,9.08,325.501,broken clouds,http://openweathermap.org/img/w/04n.png
Ystad,Sweden,Kingdom of Sweden,SE,55.592325596262945,13.957229104385133,57.0,16.0,55.43,13.82,True,41.95,100.0,75.0,26.4,300.0,broken clouds,http://openweathermap.org/img/w/04n.png
Norrtalje,Sweden,Kingdom of Sweden,SE,59.03799291570591,19.515828455721838,57.0,23.0,59.76,18.7,True,36.21,80.0,75.0,11.41,290.0,broken clouds,http://openweathermap.org/img/w/04n.png
Izoplit,Russian Federation,Russian Federation,RU,56.49117604474583,35.919743066024985,57.0,37.0,56.63,36.21,True,28.63,90.0,88.0,21.05,193.001,overcast clouds,http://openweathermap.org/img/w/04n.png
Kaminskiy,Russian Federation,Russian Federation,RU,57.05537217421032,41.52452244996296,57.0,44.0,57.16,41.47,True,18.78,92.0,80.0,18.37,181.001,broken clouds,http://openweathermap.org/img/w/04n.png
Kotelnich,Russian Federation,Russian Federation,RU,58.260405055958415,48.462481769825835,57.0,51.0,58.31,48.34,True,18.46,89.0,68.0,11.99,201.501,broken clouds,http://openweathermap.org/img/w/04n.png
Kerchevskiy,Russian Federation,Russian Federation,RU,59.94166786732235,56.08083144872081,57.0,58.0,59.95,56.29,True,16.93,80.0,76.0,9.42,215.001,broken clouds,http://openweathermap.org/img/w/04n.png
Tabory,Russian Federation,Russian Federation,RU,58.79526898543484,65.20115885952688,57.0,65.0,64.46,39.75,False,23.0,85.0,90.0,8.95,190.0,light snow,http://openweathermap.org/img/w/13n.png
Strezhevoy,Russian Federation,Russian Federation,RU,59.271172637751626,78.2410998417795,57.0,79.0,60.73,77.6,True,6.8,92.0,90.0,8.95,240.0,light snow,http://openweathermap.org/img/w/13n.png
Zalesovo,Russian Federation,Russian Federation,RU,54.16009000063666,84.38623416335768,57.0,86.0,54.0,84.74,True,-4.04,78.0,32.0,4.94,204.501,scattered clouds,http://openweathermap.org/img/w/03n.png
Aginskoye,Russian Federation,Russian Federation,RU,54.18816806946023,94.66502681085221,57.0,93.0,51.11,114.54,False,-21.37,29.0,0.0,4.61,293.501,clear sky,http://openweathermap.org/img/w/01n.png
Bratsk,Russian Federation,Russian Federation,RU,56.92508625218974,101.91340521759953,57.0,100.0,56.15,101.63,True,-11.21,76.0,0.0,2.24,50.0,clear sky,http://openweathermap.org/img/w/01n.png
Yantal,Russian Federation,Russian Federation,RU,59.21511977672557,105.1687300971421,57.0,107.0,56.85,105.25,True,-29.87,47.0,0.0,2.59,114.001,clear sky,http://openweathermap.org/img/w/01n.png
Vitim,Russian Federation,Russian Federation,RU,58.86345168725179,112.42569970188374,57.0,114.0,59.44,112.57,True,-27.35,42.0,0.0,2.82,175.001,clear sky,http://openweathermap.org/img/w/01n.png
Nizhniy Kuranakh,Russian Federation,Russian Federation,RU,60.23956082895818,124.60391444642696,57.0,128.0,58.84,125.49,True,-3.5,73.0,0.0,6.06,235.501,clear sky,http://openweathermap.org/img/w/01n.png
Mnogovershinnyy,Russian Federation,Russian Federation,RU,54.182913982198265,138.41221923118815,57.0,135.0,53.94,139.92,True,-3.77,63.0,32.0,4.27,269.001,scattered clouds,http://openweathermap.org/img/w/03n.png
Okhotsk,Russian Federation,Russian Federation,RU,57.20657173008816,141.18818026121886,57.0,142.0,59.36,143.24,True,-17.32,100.0,0.0,7.74,326.501,clear sky,http://openweathermap.org/img/w/01n.png
Magadan,Russian Federation,Russian Federation,RU,54.459723610983154,150.57600339040422,57.0,149.0,59.56,150.8,False,6.76,100.0,36.0,5.5,284.501,scattered clouds,http://openweathermap.org/img/w/03n.png
Sobolevo,Russian Federation,Russian Federation,RU,54.52173708841667,156.76058911368705,57.0,156.0,54.43,31.9,False,29.98,90.0,92.0,22.5,205.001,overcast clouds,http://openweathermap.org/img/w/04n.png
Tilichiki,Russian Federation,Russian Federation,RU,58.801631844653684,165.29534510561388,57.0,163.0,60.47,166.1,True,-27.89,43.0,0.0,5.61,341.001,clear sky,http://openweathermap.org/img/w/01n.png
Lavrentiya,Russian Federation,Russian Federation,RU,66.17117921283693,-170.40854980130516,64.0,-173.0,65.58,-170.99,True,3.16,100.0,32.0,6.4,314.001,scattered clouds,http://openweathermap.org/img/w/03n.png
Nome,United States,United States of America,US,61.88115697777569,-166.1581167358302,64.0,-166.0,30.04,-94.42,False,52.59,85.0,1.0,5.82,20.0,mist,http://openweathermap.org/img/w/50d.png
Kenai,United States,United States of America,US,61.78729333733448,-154.6468699056536,64.0,-152.0,60.55,-151.26,True,36.97,81.0,90.0,14.99,50.0,overcast clouds,http://openweathermap.org/img/w/04n.png
Fairbanks,United States,United States of America,US,62.50689288548126,-144.645154352818,64.0,-145.0,64.84,-147.72,True,31.12,75.0,40.0,9.17,70.0,scattered clouds,http://openweathermap.org/img/w/03n.png
Haines Junction,Canada,Canada,CA,63.92048485299718,-140.65338274652916,64.0,-138.0,60.75,-137.51,True,6.09,63.0,0.0,2.37,136.501,clear sky,http://openweathermap.org/img/w/01n.png
Whitehorse,Canada,Canada,CA,61.104164896991854,-132.00358253404502,64.0,-131.0,60.72,-135.06,True,28.4,68.0,90.0,18.34,180.0,overcast clouds,http://openweathermap.org/img/w/04n.png
Norman Wells,Canada,Canada,CA,66.57439531479073,-123.25013123055871,64.0,-124.0,65.28,-126.83,False,1.4,84.0,20.0,8.05,120.0,few clouds,http://openweathermap.org/img/w/02n.png
Hay River,Canada,Canada,CA,63.56838276303544,-118.87114836599892,64.0,-117.0,60.82,-115.79,True,15.8,85.0,75.0,18.34,310.0,broken clouds,http://openweathermap.org/img/w/04n.png
Yellowknife,Canada,Canada,CA,65.1209325620613,-112.8705451491935,64.0,-110.0,62.45,-114.38,True,1.4,84.0,75.0,8.05,310.0,light snow,http://openweathermap.org/img/w/13n.png
La Ronge,Canada,Canada,CA,63.71529080674172,-103.30088880901195,64.0,-103.0,55.1,-105.3,False,-0.41,84.0,90.0,12.75,160.0,overcast clouds,http://openweathermap.org/img/w/04n.png
Iqaluit,Canada,Canada,CA,67.00633190457667,-76.0434935287393,64.0,-75.0,63.75,-68.52,False,-7.61,69.0,75.0,3.36,90.0,broken clouds,http://openweathermap.org/img/w/04d.png
Pangnirtung,Canada,Canada,CA,66.63282186353226,-66.56827089289989,64.0,-68.0,66.15,-65.72,True,-7.61,57.0,20.0,4.7,,few clouds,http://openweathermap.org/img/w/02d.png
Sisimiut,Greenland,Greenland,GL,64.4112970440396,-58.25396241016683,64.0,-61.0,66.94,-53.67,False,1.41,100.0,32.0,1.25,23.001,scattered clouds,http://openweathermap.org/img/w/03d.png
Qaqortoq,Greenland,Greenland,GL,63.42194705021723,-45.72508373260739,64.0,-47.0,60.72,-46.03,True,39.3,76.0,76.0,27.31,93.001,broken clouds,http://openweathermap.org/img/w/04d.png
Dalvik,Iceland,Republic of Iceland,IS,66.77285303206023,-18.605563311158093,64.0,-19.0,65.97,-18.53,True,14.55,100.0,44.0,3.94,172.001,scattered clouds,http://openweathermap.org/img/w/03n.png
Hofn,Iceland,Republic of Iceland,IS,64.7422369476998,-14.558007666249893,64.0,-12.0,64.25,-15.21,True,34.03,100.0,56.0,14.0,223.501,broken clouds,http://openweathermap.org/img/w/04n.png
Larsnes,Norway,Kingdom of Norway,NO,63.25540496121695,5.242662159405745,64.0,2.0,62.2,5.58,True,41.0,56.0,75.0,57.49,350.0,shower rain,http://openweathermap.org/img/w/09n.png
Bud,Norway,Kingdom of Norway,NO,65.70847081285592,6.298173164185057,64.0,9.0,62.91,6.91,True,39.2,60.0,90.0,24.16,350.0,light intensity shower rain,http://openweathermap.org/img/w/09n.png
Ornskoldsvik,Sweden,Kingdom of Sweden,SE,63.7390199433898,18.734836406320394,64.0,16.0,63.29,18.72,True,28.56,73.0,20.0,17.22,350.0,few clouds,http://openweathermap.org/img/w/02n.png
Kauhajoki,Finland,Republic of Finland,FI,62.21065484038337,21.966054950977,64.0,23.0,62.43,22.18,True,32.0,95.0,90.0,16.11,340.0,sleet,http://openweathermap.org/img/w/13n.png
Muyezerskiy,Russian Federation,Russian Federation,RU,63.84614914037873,31.466481781923186,64.0,30.0,63.93,31.65,True,28.77,88.0,92.0,5.28,161.001,overcast clouds,http://openweathermap.org/img/w/04n.png
Pudozh,Russian Federation,Russian Federation,RU,62.85520486436041,36.36220084111713,64.0,37.0,61.81,36.54,True,26.7,91.0,92.0,17.58,187.001,overcast clouds,http://openweathermap.org/img/w/04n.png
Rochegda,Russian Federation,Russian Federation,RU,63.447637074968966,43.318865097112734,64.0,44.0,62.67,43.41,True,23.68,78.0,92.0,12.77,199.001,overcast clouds,http://openweathermap.org/img/w/04n.png
Verkhnyaya Maksakovka,Russian Federation,Russian Federation,RU,61.47039338092616,51.08237603441053,64.0,51.0,61.63,50.97,True,15.8,92.0,90.0,8.95,190.0,overcast clouds,http://openweathermap.org/img/w/04n.png
Inta,Russian Federation,Russian Federation,RU,66.79402065539335,59.98301269075174,64.0,58.0,66.04,60.13,True,18.78,78.0,76.0,10.65,222.001,broken clouds,http://openweathermap.org/img/w/04n.png
Aksarka,Russian Federation,Russian Federation,RU,64.91339593559526,68.41764629559444,64.0,65.0,66.56,67.8,True,-3.28,75.0,8.0,15.79,207.501,clear sky,http://openweathermap.org/img/w/02n.png
Gornopravdinsk,Russian Federation,Russian Federation,RU,61.871750643882635,70.55741255960116,64.0,72.0,60.06,69.92,True,7.98,83.0,64.0,5.61,226.501,broken clouds,http://openweathermap.org/img/w/04n.png
Noyabrsk,Russian Federation,Russian Federation,RU,62.305854511772424,75.5705961318287,64.0,79.0,63.2,75.45,True,9.6,83.0,68.0,12.21,230.501,broken clouds,http://openweathermap.org/img/w/04n.png
Belyy Yar,Russian Federation,Russian Federation,RU,60.5367992530222,87.15405759022852,64.0,86.0,53.6,91.39,False,-7.61,83.0,40.0,3.04,105.501,light shower snow,http://openweathermap.org/img/w/13n.png
Teya,Russian Federation,Russian Federation,RU,63.45610780275814,92.1550492273983,64.0,93.0,60.37,92.63,True,-0.58,65.0,36.0,6.4,205.001,scattered clouds,http://openweathermap.org/img/w/03n.png
Baykit,Russian Federation,Russian Federation,RU,62.38211215872605,97.25501186302363,64.0,100.0,61.68,96.39,True,-15.43,66.0,64.0,5.28,192.001,broken clouds,http://openweathermap.org/img/w/04n.png
Yerbogachen,Russian Federation,Russian Federation,RU,64.16928696870869,105.70950884786488,64.0,107.0,61.28,108.01,True,-11.42,74.0,44.0,5.61,222.001,scattered clouds,http://openweathermap.org/img/w/03n.png
Suntar,Russian Federation,Russian Federation,RU,60.732171803355584,117.01342777654216,64.0,114.0,62.16,117.65,True,-0.44,66.0,44.0,7.18,263.001,scattered clouds,http://openweathermap.org/img/w/03n.png
Kysyl-Syr,Russian Federation,Russian Federation,RU,64.96845957636151,122.78896080799407,64.0,121.0,63.9,122.77,True,-3.32,75.0,56.0,7.96,273.001,broken clouds,http://openweathermap.org/img/w/04n.png
Sangar,Russian Federation,Russian Federation,RU,64.15579418404981,127.03937945137719,64.0,128.0,63.92,127.47,True,-30.46,50.0,36.0,1.03,108.001,scattered clouds,http://openweathermap.org/img/w/03n.png
Deputatskiy,Russian Federation,Russian Federation,RU,67.1019928675055,137.87859492235998,64.0,135.0,69.3,139.9,True,-6.92,70.0,56.0,15.79,294.501,broken clouds,http://openweathermap.org/img/w/04d.png
Zyryanka,Russian Federation,Russian Federation,RU,67.06568980652149,149.6866166189787,64.0,149.0,65.73,150.89,True,-16.51,72.0,64.0,3.6,198.001,broken clouds,http://openweathermap.org/img/w/04n.png
Dukat,Russian Federation,Russian Federation,RU,62.32441776820441,155.54575390204775,64.0,156.0,62.55,155.55,True,-31.94,49.0,36.0,2.59,279.501,scattered clouds,http://openweathermap.org/img/w/03n.png
Ossora,Russian Federation,Russian Federation,RU,61.89576133579465,162.71845556053236,64.0,163.0,59.24,163.07,True,-13.18,100.0,8.0,7.96,327.501,clear sky,http://openweathermap.org/img/w/02n.png
Barrow,United States,United States of America,US,72.69165028201604,-160.25350486765444,71.0,-159.0,39.51,-90.4,False,32.88,91.0,90.0,6.93,310.0,mist,http://openweathermap.org/img/w/50d.png
College,United States,United States of America,US,71.7863907647005,-146.2874765875608,71.0,-145.0,64.86,-147.8,False,31.64,75.0,40.0,9.17,70.0,scattered clouds,http://openweathermap.org/img/w/03n.png
Aklavik,Canada,Canada,CA,72.86060563764471,-136.76888907681743,71.0,-138.0,68.22,-135.01,False,26.6,79.0,5.0,6.93,90.0,clear sky,http://openweathermap.org/img/w/02d.png
Tuktoyaktuk,Canada,Canada,CA,72.13298322572932,-128.45693722867563,71.0,-131.0,69.44,-133.03,False,15.8,85.0,40.0,11.41,150.0,scattered clouds,http://openweathermap.org/img/w/03d.png
Clyde River,Canada,Canada,CA,72.89743485169578,-78.67544311218029,71.0,-82.0,70.47,-68.59,False,-14.81,68.0,1.0,6.93,330.0,clear sky,http://openweathermap.org/img/w/01d.png
Qaanaaq,Greenland,Greenland,GL,73.65977670120083,-76.81172951469937,71.0,-75.0,77.48,-69.36,False,-5.3,81.0,0.0,13.33,95.001,clear sky,http://openweathermap.org/img/w/01d.png
Upernavik,Greenland,Greenland,GL,73.24255792541288,-52.36014962482622,71.0,-54.0,72.79,-56.15,False,14.37,100.0,24.0,4.05,331.501,few clouds,http://openweathermap.org/img/w/02d.png
Ilulissat,Greenland,Greenland,GL,72.89961115349519,-46.71206783000117,71.0,-47.0,69.22,-51.1,False,30.2,46.0,44.0,14.99,90.0,scattered clouds,http://openweathermap.org/img/w/03d.png
Klaksvik,Faroe Islands,Faroe Islands,FO,74.19224721702109,-8.229646316945017,71.0,-5.0,62.23,-6.59,False,33.8,64.0,20.0,6.93,330.0,few clouds,http://openweathermap.org/img/w/02n.png
Sorland,Norway,Kingdom of Norway,NO,71.98418359888674,9.397492414439073,71.0,9.0,67.67,12.69,False,33.46,69.0,40.0,31.09,360.0,scattered clouds,http://openweathermap.org/img/w/03n.png
Harstad,Norway,Kingdom of Norway,NO,69.4167626250052,17.02916813650648,71.0,16.0,68.8,16.53,True,28.44,68.0,90.0,18.34,10.0,shower rain,http://openweathermap.org/img/w/09d.png
Kautokeino,Norway,Kingdom of Norway,NO,68.47925977813614,23.39558984393611,71.0,23.0,69.01,23.04,True,17.88,86.0,48.0,8.63,4.00104,scattered clouds,http://openweathermap.org/img/w/03d.png
Mehamn,Norway,Kingdom of Norway,NO,71.4089087029565,28.071270359667587,71.0,30.0,71.03,27.85,True,24.36,86.0,44.0,14.56,349.001,scattered clouds,http://openweathermap.org/img/w/03d.png
Ostrovnoy,Russian Federation,Russian Federation,RU,72.66665142758488,42.2344128722264,71.0,44.0,68.05,39.51,False,17.61,89.0,88.0,6.4,338.501,overcast clouds,http://openweathermap.org/img/w/04d.png
Yar-Sale,Russian Federation,Russian Federation,RU,71.89935417377748,70.65580210373432,71.0,72.0,66.83,70.83,False,2.04,88.0,0.0,17.47,218.501,clear sky,http://openweathermap.org/img/w/01n.png
Tazovskiy,Russian Federation,Russian Federation,RU,71.2398310017983,76.17128822411897,71.0,79.0,67.47,78.7,False,9.78,83.0,56.0,15.46,233.501,broken clouds,http://openweathermap.org/img/w/04n.png
Dudinka,Russian Federation,Russian Federation,RU,69.89691170992633,85.2588430711927,71.0,86.0,69.41,86.18,True,8.11,81.0,68.0,22.84,202.001,broken clouds,http://openweathermap.org/img/w/04d.png
Talnakh,Russian Federation,Russian Federation,RU,73.90188017148527,92.63926694040667,71.0,93.0,69.49,88.39,False,4.47,77.0,68.0,20.83,187.501,broken clouds,http://openweathermap.org/img/w/04d.png
Khatanga,Russian Federation,Russian Federation,RU,68.11207814820261,102.2461421481079,71.0,100.0,71.98,102.47,False,1.9,69.0,56.0,9.31,207.501,broken clouds,http://openweathermap.org/img/w/04d.png
Saskylakh,Russian Federation,Russian Federation,RU,72.61484172321639,108.59478656548728,71.0,107.0,71.97,114.09,False,-0.4,65.0,0.0,12.33,252.501,clear sky,http://openweathermap.org/img/w/01d.png
Tiksi,Russian Federation,Russian Federation,RU,71.43006746398159,127.34517649493803,71.0,128.0,71.64,128.87,True,0.1,63.0,32.0,22.28,257.501,scattered clouds,http://openweathermap.org/img/w/03d.png
Verkhoyansk,Russian Federation,Russian Federation,RU,67.7281749542811,133.04554836174387,71.0,135.0,67.55,133.39,True,-26.59,39.0,68.0,2.71,224.501,broken clouds,http://openweathermap.org/img/w/04n.png
Chokurdakh,Russian Federation,Russian Federation,RU,69.13004409116874,148.80491722781645,71.0,149.0,70.62,147.9,True,0.42,83.0,64.0,17.13,278.001,broken clouds,http://openweathermap.org/img/w/04d.png
Srednekolymsk,Russian Federation,Russian Federation,RU,67.87034696181644,157.5145232920433,71.0,156.0,67.46,153.71,False,-10.57,71.0,64.0,5.61,241.001,broken clouds,http://openweathermap.org/img/w/04n.png
Cherskiy,Russian Federation,Russian Federation,RU,72.24840940860724,163.79363427631841,71.0,163.0,68.75,161.3,True,-19.66,84.0,48.0,6.29,158.501,scattered clouds,http://openweathermap.org/img/w/03d.png
Pevek,Russian Federation,Russian Federation,RU,70.03824249910244,171.16261339385665,71.0,170.0,69.7,170.27,True,-25.19,100.0,24.0,1.92,28.001,few clouds,http://openweathermap.org/img/w/02d.png
Leningradskiy,Russian Federation,Russian Federation,RU,67.60238836223057,176.74698558633756,71.0,177.0,69.38,178.42,True,-10.52,88.0,76.0,23.96,296.501,broken clouds,http://openweathermap.org/img/w/04d.png
Narsaq,Greenland,Greenland,GL,80.13605027736341,-64.35576740031968,78.0,-61.0,60.91,-46.05,False,30.88,79.0,76.0,14.23,75.001,broken clouds,http://openweathermap.org/img/w/04d.png
Longyearbyen,Svalbard and Jan Mayen,Svalbard and Jan Mayen,SJ,79.41890929826494,16.13793714313597,78.0,16.0,78.22,15.64,True,5.0,54.0,75.0,9.17,320.0,broken clouds,http://openweathermap.org/img/w/04d.png
Havoysund,Norway,Kingdom of Norway,NO,77.04917756583983,24.751420139920405,78.0,23.0,71.0,24.66,False,23.0,67.0,75.0,34.45,350.0,broken clouds,http://openweathermap.org/img/w/04d.png
Berlevag,Norway,Kingdom of Norway,NO,80.31344754742514,31.796907479806805,78.0,30.0,70.86,29.09,False,23.0,92.0,75.0,23.04,10.0,light shower snow,http://openweathermap.org/img/w/13d.png
Dikson,Russian Federation,Russian Federation,RU,79.3139586249839,72.45527680106828,78.0,72.0,73.51,80.55,False,15.9,100.0,76.0,33.8,261.501,broken clouds,http://openweathermap.org/img/w/04d.png
Vardo,Norway,Kingdom of Norway,NO,86.25548491022357,36.015030807747344,85.0,37.0,70.37,31.11,False,23.47,92.0,90.0,17.22,40.0,shower snow,http://openweathermap.org/img/w/13d.png
